Dateline,Text
" [Boston,  13 April 1764]","My dearest We arrived at Captn. Cunninghams, about Twelve O'Clock and sent our Compliments to . The Courrier returned with Answer that the Dr. was determined to inoculate no more without a Preparation preevious to Inoculation. That We should have written to him and have received Directions from him, and Medicine, before We came into Town. I was surprized and chagrined. I wrote, instantly, a Letter to him, and informed him we had been under a Preparation of his prescribing, and that I presumed Dr. Tufts had informed him, that We depended on him, in Preference to any other Gentleman. The Dr. came, immediately with Dr. Warren, in a Chaise -- And after an Apology, for his not Recollecting-(I am obliged to break off my Narration, in order to swallow a Porringer of Hasty Pudding and Milk. I have done my Dinner) -- for not recollecting what Dr. Tufts had told him,Dr. Perkins demanded my left Arm and Dr. Warren my Brothers. They took their Launcetts and with their Points divided the skin for about a Quarter of an Inch and just suffering the Blood to appear, buried a Thread about (half) a Quarter of an Inch long in the   Channell. A little Lint was then laid over the scratch and a Piece of a Ragg pressed on, and then a Bandage bound over all -- my Coat and waistcoat put on, and I was bid to go where I get and do what I pleased. (Dont you think the Dr. has a good Deal of Confidence in my Discretion, thus to leave me to it?) The Doctors have left us Pills red and black to take Night and Morning. But they looked very sagaciously and importantly at us, and ordered my Brother, larger Doses than me, on Account of the Difference in our Constitutions. is a short, thick sett, dark Complexioned, [illegible]   Yet pale Faced, Man, (Pale faced I say, which I was glad to see, because I have a great Regard for a Pale Face, in any Gentleman of Physick, [illegible]   Divinity or Law. It indicates search and study). Gives himself the alert, chearful  Air and  [illegible]  Behaviour of a Physician, not forgeting the solemn, important and wise.Warren is a pretty, tall, Genteel, fair faced young Gentleman. Not quite so much Assurance in his Address, as Perkins, (perhaps because Perkins was present) Yet shewing fully that he knows the Utility thereof, and that he will soon, practice it in full Perfection. The Doctors, having finished the Operation and left Us, their Directions and Medicines, took their Departure in infinite Haste, depend . I have one Request to make, which is that you would be very careful in making Tom, Smoke all the Letters from me, very faithfully, before you, or any of the Family reads them. For,  I shall never fail to smoke them myself before sealing, Yet I fear the Air of this House will be too much infected, soon, to be absolutely without Danger, and I would not you should take the Distemper, by Letter from me, for Millions. I write at a Desk far removed from any sick Room, and shall use all the Care I can, but too much cannot be used. I have written thus far, and it is 45 Minutes Past one O Clock and no more. My Love to all. My hearty Thanks to Mamma for her kind Wishes. My Regards as due to Pappa, and should request his Prayers, which are always becoming, and especially at such Times, when We are undertaking any Thing of Consequence as the small Pox, undoubtedly, , I have not the Least Apprehension att all of what is called Danger.  "
Saturday. Two O Clock  [14 April 1764],"The Deacon and his Three Children are  and the Operation has been performed, and all well. And now our Hospital is full. There are Ten, of Us, under this Roof, now expecting to be sick. One, of Us,Mr. Wheat, begins to complain of a Pain Under his Arm and in his Knees, and about his Back, so that We expect within a few Hours to see the Course of the Eruption and of the fever that  [illegible]   preeceeds and accompanies it. Your Friends,  and Miss Nicholson have been here, and are gone. I delivered your Letters.Arpasia asked me, if you was five feet and six Inches tall? I replyd I had not taken Measure as Yet. You know the Meaning of this Question. She is neither Tall, nor short, neither lean nor fat-pitted with the small Pox -- a fine Bloom. Features somewhat like Esther Quincy's. An Eye, that indicates not only Vivacity, but Fire -- not only Resolution, but Intrepidity. (Scandal protect me, Candor forgive me.) I cannot say that the Kindness, the softness, the Tenderness, that constitutes the Characteristick Excellence of your sex, and for the Want of which no Abilities can atone, are very conspicuous  Either in her Face, Air or Behaviour. Is it not insufferable thus to remark on a Lady whose face I have once only and then but just seen and with whom I have only exchangd two or three Words? Shes a Buxom Lass however, and I own I longed for a Game of Romps with her, and should infallibly have taken one, only I thought the Dress I was in, the Air I had  and especially the Medicine I had taken, would not very greatly please a Lady, a stranger, of much Delicacy. Poll. Palmer and I shall unquestionably go to romping very soon. Perkins, Sprague and Lord, are the Physicians that attend this House. Each has a few Particulars in Point of Diet, in which he differs from the others, and Each has Pills and Powders, different from the others to administer, different at least in size, and shape and . I like my own vastly the best, tho Dr. Lord is really a Man of sense. I fear I must write less than I have done. The Drs. dont approve it. They will allow of nothing  but the Card Table, Chequer Bord, Flute, Violin, and singing, unless, Tittle Tattle, Roll and Tumble, shuttle Cock &c. Pray write as often as you can to   "
Tuesday 17th. April 1764,"Yours of April 15th. this moment received. I thank You for it -- and for your offer of Milk, but We have Milk in vast Abundance, and every Thing else that we want except Company. You cant imagine how finely my Brother and I live. We have, as much Bread and as much new pure Milk, as much Pudding, and Rice, and indeed as much of every Thing of the farinaceous Kind as We please -- and the Medicine We take is not  all nauseous, or painfull. And our Felicity is the   greater, as five Persons in the same Room, under the Care of Lord And Church, are starved and medicamented with the utmost severity. No Bread, No Pudding, No Milk is permitted them, i.e. no pure and simple Milk, (they are allowed a Mixture of Half Milk and Half Water) and every other Day they are tortured with Powders that make them as sick as Death and as weak as Water. All this may be necessary for them for what I know, as Lord is professedly against any Preparation previous to Inoculation.  In which opinion I own I was fully agreed with him, till lately. But Experience has convinced me of my Mistake, and I have felt and now feel every Hour, the Advantage and the Wisdom of the contrary Doctrine.  and your Brother have been here to see Us this Morning. They are charmingly well and chearfull, tho they are lean and weak. Messrs. Quincy's Samuel and Josiah, have the Distemper very lightly. I asked Dr. Perkins how they had it. The Dr.  in the style of the Faculty ""Oh Lord sir; infinitely light!"" It is extreamly pleasing, says he, wherever we go We see every Body passing thro this tremendous Distemper, in the lightest, easiest manner, conceivable. The Dr. meaned, those who have the Distemper by Inoculation in the new Method, for those who have it in the natural Way, are Objects of as much Horror, as ever. There is a poor Man, in this , one Bass, now labouring with it, in the natural Way. He is in a good Way of Recovery, but is  [the ]most shocking sight, that can be  seen. They say he is no more like a Man than he is like an Hog or an Horse -- swelled to three times his size, black as bacon, blind as a stone. I had when I was first inoculated a great Curiosity to go and see him; but the Dr. said I had better not go out, and my Friends thought it would give me a disagreable Turn. My Unkle brought up one Vinal who has just recoverd of it in the natural Way to see Us, and show Us. His face is torn all to Pieces, and is as rugged as  Braintree Commons. This Contrast is forever before the Eyes of the whole Town, Yet it is said there are 500 Persons, who continue to stand it out, in  of Experience and the [illegible]   the Expostulations of the Clergy, both in private and from the Desk, the unwearied Persuasions of the select Men, and the perpetual Clamour and astonishment of the People, and to expose themselves to and From this Distemper in the natural Way! -- Is Man a rational Creature think You? -- Conscience, forsooth and scruples is the are the Cause. -- I should think my self, a deliberate self Murderer, I mean that  I incurred all the Guilt of deliberate self Murther, if I should only stay in this Town and run the Chance of having it in the natural Way. Mr. Wheat is broke out, and is now at the Card Table to  himself. He will not be able to get above a score or two. Badger has been pretty lazy and lolling, and achy about the Head and Knees and Back, for a Day or two, and the Messengers appear upon him, that foretell the compleat Appearance of the Pox in about 24. Hours. Thus We see others, Under the symptoms, and all the Pains that attend the Distemper, under the present Management, every Hour, and are neither dismayed nor in the least disconcerted, or dispirited. But are every one of Us wishing that his Turn might come next, that it might be over, and we about our Business, and I return to my   Farm, my Garden, but above all, to my dearest Diana who Friend is the best of all Friends, And the Richest of all Blessings to her own How shall I express my Gratitude to your Mamma and , for your Kind Care and Concern for me. Am extreamly obliged for the Milk, and the Apples. But would not have you trouble yourselves any more for We have a sufficient, a plentiful supply, of those, and every other good Thing that is permitted Us. Balm is a Commodity in very great Demand and very scarce, here, and there is a great Number of Us to drink of its inspiring Infusion, so that my Unkle, Aunt, and all the Patients under their Roof would be obligd, as well as myself, if you could send me some more. I received Your  Favour by Hannes, this Morning, and had but just finished My Answer to it, when I received the other, by Tom. I never receive a Line from you without a Revivification of Spirits, and a joyful Heart. I long to hear that -- something you  to tell me, in your next. What can that Thing be? thought I. My busy fancy will be speculating and conjecturing about it, night and day, I suppose, till your next Letter shall unriddle the Mystery. You are a wanton, malicious, what shall I call you for putting me in this Puzzle and Teaze for a day or two, when you might have informd me in a Minute. You had best reconsider and retract that bold speech of yours I assure You. For I assure you there is another Character, besides that of , in which, if you never did, you always hereafter shall fear me, or I will know the Reason why. Oh. Now I think  I am determined very soon to write you, an Account in minute Detail of the many Faults I have observed in you. You remember I gave you an Hint that I had observed some, in one of my former Letters. You'l be surprized, when you come to find the Number of them. By the Way I have heard since I came to Town an  Insinuation to your Disadvantage, which I will inform you off, as soon as you have unravelled Your Enigma. We have very litle News, and very little Conversation in Town about any Thing, but the Adulterated Callomel that kill'd a Patient at the Castle, as they say. The Town divides into Parties about it, and Each Party endeavours to throw the Blame, as usual, where his Interest, or Affections, prompt him to wish it might go. Where the Blame will center, or where the  will terminate, I am not able to foresee. The Persons talked of are  Dr. Gelston, Mr. Wm. Greenleaf, the Apothecary who married Sally Quincy, and the  a  Braintree man, who is said to have caried the Druggs from the Apothecary to the Physician. But I think the Serjeant is not much suspected. After all, whether any Body att all is to blame, is with me a dispute. Make my Compliments to all the , give my Duty to all the honourable, and my Love to all the Friendly, whether at  Germantown,  Weymouth or Elsewhere, that enquire after me, and believe me to be with unalterable Affection Yr. 40 minutes after one O.Clock Tuesday April 17th, 1764 "
April 18.  [1764] Wednesday 2 O Clock," Diana Three of our Company, have now the Small Pox upon them, Wheat, Badger, and Elderkin. We have seen them for two or Three days each, wading  Head Acks, Back Acks, Knee Achs, Gagging and Fever, to their present state of an indisputable Eruption, chearful Spirits, coming Appetites and increasing strength. Huntington begins to complain and look languid. -- Our Turn comes next. We have  five days, and entered two Hours on the sixth, since Innoculation, and have as yet felt no Pains, nor Languors from Pox or Medicine, worth mentioning. Indeed what the others have suffered is a mere Trifle. They arise every day with the Rest, having slept as soundly as the rest, eat and drink with the Rest, walk about the Chamber and chat with the rest, excepting that they love lolling and tumbling on the Bed rather more than the rest, and are somewhat less sociable and more frettful, groan a little oftener and wish more to see the Dr. But as soon as the Pock is out, these Pains depart, their Spirits rise, Tongues run, and they eat, drink, laugh and sport like Prisoners released.  wants the Pen and I'm weary of it so I will use it no more than to subscribe the Name of "
"Boston  April 26th. 1764
","Many have been the particular Reasons against my Writing for several days past, but one general Reason has prevailed with me more than any other Thing, and that was, an Absolute Fear to send a Paper from this House, so much infected as it is, to any Person lyable to take the Distemper but especially to you. I am infected myself, and every Room in the House, has infected People in it, so that there is real Danger, in Writing. However I will write now, and thank you for yours of Yesterday. Mr. Ayers told you the Truth. I was comfortable, and have never been otherwise. I believe, None of the Race of Adam, ever passed the small Pox, with fewer Pains, , Qualms, or with less smart than I have done. I had no Pain in my Back, none in my side, none in my Head. None in my Bones or Limbs, no reching or vomiting or sickness. A short shivering Fit, and a succeeding hot glowing Fit, a Want of Appe- tite, and a general Languor, were all the symptoms that ushered into the World, all the small Pox, that I have can boast of, which are about Eight or Ten, (for I have not yet counted them exactly) two of which only are in my Face, the rest scattered at Random over my Limbs and Body. They fill very finely and regularly, and I am as well, tho not so strong, as ever I was in my Life. My Appetite has returned, and is quick enough and I am returning gradually to my former Method of Living. Very nearly the same may be said of my Brother excepting that, he looks leaner than I, and that he had more sickness and Head  about the Eruption Time of the Eruption than I. Such We have Reason to be thankful has been our Felicity. And that of Deacon Palmers Children has been, nearly the same. But others in the same House have not been so happy -- pretty high Fevers, and severe Pains, and a pretty Plentiful Eruption has been the Portion of Three at last of our Companions.  I join with you sincerely in your Lamentation that you were not inoculated. I wish to God the Dr. would sett up an Hospital at  Germantown, and inoculate you. I will come and nurse you, nay I will go with you to the Castle or to Point Shirley, or any where and attend you. You say rightly safety there is not, and I say, safety there never will be. And Parents must be lost in Avarice or Blindness, who restrain their Children. I believe there will be Efforts to introduce Inoculation at  Germantown, by Drs. Lord and Church. However, be  of taking the Infection unawares. For all the Mountains of  Peru or  Mexico I would not, that this Letter or any other Instrument should convey the Infection to you at unawares.    I hope soon to see you, mean time write as often as possible to , P.S. Dont conclude from any Thing I have written that I think Inoculation a light matter. -- A long and total Abstinence from every Thing in Nature that has any Taste, Two heavy Vomits, one heavy Cathartick, four and twenty Mercurial and Antimonial Pills, and Three Weeks close Confinement to an House, are, according to my Estimation of Things, no small matters. -- However, who would not cheerfully submit to them rather than pass his whole Life in continual Fears, in subjection, under Bondage.   and Myra send Compliments. "
Four O Clock afternoon May 4th. 1764,"Returned from a Ramble in Town which began at 10 in the Morning. Dined with my Friend  and Wm. Checkley, and visited &c. - so that this is the first Moment of my Knowledge of my Letters or the Dr. being in Town. Once I have ridden to Dorchester Meeting House in a Chaise with , another Day, round the Town, and over the Neck in a Chaise with Myra, and Yesterday I rode on Horse back into the Country twelve Miles out and in, with one of my Hospital Companions. -- We are all well but one, who is more hysterical than any ancient Maiden, in the Gout. An History of his Oddities, would be a Curiosity. -- But the Man is in no Danger, his small Pox is all gone, and he can eat  his Pint of Chocolate, and drink his Bowl of Claret sangaree, as well as any Man. I have had a fine Time of it. I drank Frontinac and Mountain Malaga, and eat Oysters in order to make the Pock fill well, till I  up about 30 fine ones. "
"Boston  May 7th. 1764
","I promised you, Sometime agone, a  of your Faults, Imperfections, Defects, or whatever you please to call them. I feel at present, pretty much at Leisure, and in a very suitable Frame of Mind to perform my Promise. But I must caution you, before I proceed to recollect yourself, and instead of being vexed and or fretted or thrown into a Passion, to resolve upon a Reformation-for this is my sincere Aim, in laying before you, this Picture of yourself. In the first Place, then, give me leave to  say, you have been extreamly negligent, in attending so little to Cards. You have very litle Inclination, to that noble and elegant Diversion, and whenever you have taken an Hand you have held it but aukwardly and played it, with a very uncourtly, and indifferent, Air. -- Now I have Confidence enough in your good sense, to rely upon it, you will for the future endeavour to make a better Figure in this elegant and necessary Accomplishment. Another Thing, which ought to be mentioned, and by all means amended, is, the Effect of a Country Life and Education, I mean, a certain Modesty, sensibility, Bashfulness, call it by which of these Names you will, that enkindles Blushes forsooth  at every Violation of Decency, in Company, and lays a most insupportable Constraint on the freedom of Behaviour. Thanks to the late Refinements of modern manners, Hypocrisy, superstition, and Formality have lost all Reputation in the World and the utmost sublimation of Politeness and Gentility lies, in Ease, and Freedom, or in other Words in a natural Air and Behaviour, and in expressing a satisfaction at whatever is suggested and prompted by Nature, which the aforesaid Violations of Decency, most certainly are. In the Third Place, you could never yet be  on to learn to sing. This I take very soberly to be an Imperfection of the most moment of any. An Ear and a for Musick would be a source of much Pleasure, and a Voice and skill, would be a private solitary Amusement, of great Value when no other could be had. You must have remarked an Example of this in Mrs. Cranch, who must in all probability have been deafened to Death with the Cries of her Betcy, if she had not drowned them in  [illegible]  Musick of her own. In the Fourth Place you very often hang your Head like a Bulrush. You do not sit, erected as you ought, by which Means, it happens that you appear too  short for a Beauty, and the Company looses the sweet smiles of that Countenance and the bright sparkles of those Eyes. - This Fault is the Effect and Consequence of another, still more inexcusable in a Lady. I mean an Habit of Reading, Writing and Thinking. -- But both the Cause and the Effect ought to be repented and amended as soon as possible. Another Fault, which seems to have been obstinately persisted in, after frequent Remonstrances, Advices and Admonitions of your Friends, is that of sitting with the  across. This ruins the figure and the Air, this injures the Health. -- And springs I fear from the former source vizt. too much Thinking. -- These Things ought not to be! A sixth Imperfection is that of Walking, with the Toes bending inward. This Imperfection is commonly called Parrot-toed, I think, I know not for what Reason. But it gives an Idea, the reverse of a bold and noble Air,  the Reverse of the stately strutt, and the sublime Deportment. -- Thus have I given a faithful Portraiture of all the , I have hitherto discerned in this Luminary.  Have not regarded  [illegible]   Order, but have painted them as they arose in my Memory. Near Three Weeks have I  [illegible]   conned and studied for more, but more are not to be discovered. All the rest is bright and luminous. -- Having finished the Picture I finish my Letter, lest while I am recounting Faults, I should commit the greatest  in a Letter, that of tedious and excessive Length. There's a prettily turned Conclusion for You! from yr. "
"May 8th, 1764 "," Diana This Morning received yours by Mr. Ayers. I can say nothing to the Contents at present, being obliged to employ all my Time in preparing for  Braintree. I write only to thank you, and let you know I come home Tomorrow. -- But when I shall see Diana, is uncertain. -- In the Warfare between Inclination and Prudence, I believe Prudence must prevail, especially as that Virtue will in this Case be seconded by the sincerest of all Affections, that of  for Diana. "
 [September - October 1764?],"If I had Time I would write have been to  Taunton,  Norton &c. and came home in very fine dry weather and was in very good Health all the Journey. -- Went to  Germantown  last and was very happy in finding your Lady Ship, and after that Pleasure was over was extream miserable in the Country of Cranch his wife &c. And here I am at present in a different Health, and very abaundantly averse to a Journey to:  Weymouth "
Septr. 30th. 1764 ,"My dear  I have this Evening been to see the Girl. -- What Girl? Pray, what Right have you to go after Girls? -- Why, my Dear, the Girl I mentioned to you, Miss Alice Brackett. But Miss has hitherto acted in the Character of an House-Keeper, and her noble aspiring Spirit had rather rise to be a Wife than descend to be a Maid. To be serious, however, she says her Uncle, whose House she keeps cannot possibly spare her, these two Months, if then, and she has no Thoughts of leaving him till the Spring, when she intends for  Boston to become a Mantua Maker. So that We are still to seek. Girls enough from fourteen to four and Twenty, are mentioned to me, but the Character of every Mothers Daughter of them is as yet problematical to me. Hannah Crane (pray dont you want to have her, my Dear) has sent several Messages to my Mother, that she will  live with you as cheap, as any Girl in the Country. She is stout and able and for what I know willing, but I fear not honest, for which Reason I presume you will think of her no more. Another Girl, one Rachael Marsh, has been recommended to me as a clever Girl, and a neat one, and one that wants a Place. She was bred in the Family of one of our substantial Farmers and it is likely understands Country Business, But whether she would answer your Purposes, so well as another, I am somewhat in Doubt. I have heard of a Number of younger Girls of Fourteen and thereabout, but these I suppose you would not choose. It must therefore be left with you to make , and determine for yourself. If you could hear of a suitable Person at   Mistick or  Newtown, on many Accounts she would be preferable to one, nearer home. So much for Maids -- now for the Man. I shall leave orders for Brackett, to go to Town, Wednesday or  with an Horse Cart. You will get ready by that Time and ship aboard, as many Things as you think proper. It happens very unfortunately that my Business calls me away at this Juncture for two Weeks together, so that I can take no Care at all about Help or Furniture or any Thing else. But Necessity has no Law. Tomorrow Morning I embark for  Plymouth -- with a (fowl) disordered stomach, a pale Face, an Aching Head and an Anxious Heart. And What Company shall I find there? Why a Number of  Lawyers, drunken Squires, and impertinent and stingy Clients. If you realize this, my Dear, since you have agreed to run fortunes with me, you will submit with less Reluctance to any little Disappointments and Anxieties you may meet in the Conduct of your own Affairs. I have a great Mind to keep a Register of all the stories, Squibbs, Gibes, and Compliments, I shall hear  the whole Week. If I should I could entertain you with as much Wit, Humour, smut, Filth, Delicacy, Modesty and Decency, tho not with so exact Mimickry, as a certain Gentleman did the other Evening. Do you wonder, my Dear, why that Gentleman does not succeed in Business, when his whole study and Attention has so manifestly been engaged in the nobler Arts of smutt, Double Ententre, and Mimickry of Dutchmen and Negroes? I have heard that Imitators, tho they imitate well, Master Pieces in elegant and valuable Arts, are a servile Cattle. And that Mimicks are the lowest Species of Imitators, and I should think that Mimicks of Dutchmen and Negroes were the most sordid of Mimicks. If so, to what a Depth of the Profound have we  plunged that Gentlemans Character. Pardon me, my dear, you know that Candour is my Characteristick-as it is undoubtedly of all the Ladies who are entertained with that Gents Conversation. Oh my dear Girl, I thank Heaven that another Fortnight will restore you to me -- after so long a separation. My soul and Body have both been thrown into Disorder, by your Absence, and a Month of two more would make me the most insufferable , in the World. I see nothing but Faults, Follies, Frailties and Defects in any Body, lately. People have lost all their good Properties or I my justice, or Discernment. But you who have always softened and warmed my Heart, shall restore my Benevolence as well as my Health and Tranquility of mind. You shall polish and refine my sentiments of Life and Manners, banish all the unsocial and ill natured Particles in my Composition, and form me to that happy Temper, that can reconcile a quick Discernment with a perfect . Believe me, now & ever  faithful  P.S. My Duty to my worthy Aunt. Oh! I forget myself. My  Imagination has rap'd me into future Times. I mean, make my Compliments to Mrs. Smith. And tell Betcy I wont expose her Midnight Walks to her Mamma, if she will be a good Girl.  Since the enclosed was written my Mother has informed me, that Molly Nash and her Mother too asked her to get a Place for Molly with me. She is a pretty, neat; Girl, and I believe has been well bred. Her Mother is a very clever Woman. The Girl is about 17. But my Mother says that Judah will do very well for your service this Winter. She is able to do a good deal of Business. And my mother farther says that she shall have no Occasion for her this Winter and that you may take her if you please and return her in the Spring, when it is likely she will have Occasion again for some Help and you will it is likely want some better Help. This last Project is the most saving one. And Parcimony is a virtue that you and I must study. However I will submit to any , for your Ease and Conveniency that I can possibly afford. All these Things I mention to you, that you may weigh  I shall acquiesce with Pleasure in your D  [eterminat] ion. "
